cell_id,area_m2,elev_mean,slope_mean,dist_water_m,building_density,hist_event_score,elev_norm,slope_norm,water_norm,imperv_norm,event_norm,score_0_1,score_0_10,classe
449,148285.7681039904,,,8907.204624936374,0.0,0.0,0.0,0.0,0.619226080575253,0.0,0.0,0.15480652014381324,1.55,Baixa
450,142566.8391818762,,,8673.765054747757,0.0,0.0,0.0,0.0,0.6292053842774157,0.0,0.0,0.15730134606935392,1.57,Baixa
451,78329.05510946875,,,8388.936823048029,0.0,0.0,0.0,0.0,0.6413815008834602,0.0,0.0,0.16034537522086506,1.6,Baixa
453,37902.77102901633,,,7890.316392586058,0.0,0.0,0.0,0.0,0.6626970160879417,0.0,0.0,0.16567425402198543,1.66,Baixa
454,155997.10407347223,,,7840.546447214226,0.0,0.0,0.0,0.0,0.6648246305266774,0.0,0.0,0.16620615763166935,1.66,Baixa
455,160000.0,,,7675.442508163806,0.0,0.0,0.0,0.0,0.6718826556458817,0.0,0.0,0.16797066391147042,1.68,Baixa
456,160000.0,,,7521.921182458124,0.0,0.0,0.0,0.0,0.6784455358496867,0.0,0.0,0.16961138396242167,1.7,Baixa
457,42841.95618457107,,,7411.179140801793,0.0,0.0,0.0,0.0,0.6831796452613565,0.0,0.0,0.17079491131533914,1.71,Baixa
704,21660.401656198956,,,15482.413464306916,0.0,0.0,0.0,0.0,0.3381426041954513,0.0,0.0,0.08453565104886282,0.85,Baixa
705,125951.64671413948,,,15534.662121533038,0.0,0.0,0.0,0.0,0.3359090273512668,0.0,0.0,0.0839772568378167,0.84,Baixa
706,160000.0,,,15522.810619884842,0.0,0.0,0.0,0.0,0.33641566696758585,0.0,0.0,0.08410391674189646,0.84,Baixa
707,160000.0,,,15483.158226366711,0.0,0.0,0.0,0.0,0.3381107663764622,0.0,0.0,0.08452769159411555,0.85,Baixa
708,160000.0,,,15453.760959216519,0.0,0.0,0.0,0.0,0.3393674695852128,0.0,0.0,0.0848418673963032,0.85,Baixa
709,160000.0,,,15434.677415045064,0.0,0.0,0.0,0.0,0.34018327164844786,0.0,0.0,0.08504581791211197,0.85,Baixa
710,160000.0,,,15336.236828301628,0.0,0.0,0.0,0.0,0.34439150640032856,0.0,0.0,0.08609787660008214,0.86,Baixa
711,160000.0,,,15154.585218265618,0.0,0.0,0.0,0.0,0.3521569275886536,0.0,0.0,0.0880392318971634,0.88,Baixa
712,160000.0,,,14981.413358611875,0.0,0.0,0.0,0.0,0.35955984809076325,0.0,0.0,0.08988996202269081,0.9,Baixa
713,160000.0,,,14817.018570060372,0.0,0.0,0.0,0.0,0.3665875577489104,0.0,0.0,0.0916468894372276,0.92,Baixa
